episode, 	score, 	total_loss, 	actor_loss, 	critic_loss, 	entropy
1, 	0.000000, 	0.447137, 	0.099310, 	0.003480, 	2.106222
2, 	0.000000, 	2.164689, 	-0.331653, 	0.024966, 	2.106611
3, 	0.000000, 	1.984789, 	0.091512, 	0.018935, 	2.107213
4, 	0.000000, 	6.597217, 	0.509042, 	0.060884, 	2.107721
5, 	0.000000, 	3.692533, 	0.387656, 	0.033051, 	2.108024
6, 	0.000000, 	5.292391, 	-0.010275, 	0.053029, 	2.108316
7, 	0.000000, 	2.165965, 	0.155124, 	0.020111, 	2.108887
8, 	0.000000, 	1.446050, 	-0.168203, 	0.016145, 	2.109436
9, 	0.000000, 	1.861574, 	0.033127, 	0.018287, 	2.109942
10, 	0.000000, 	0.993702, 	-0.192780, 	0.011867, 	2.110257
11, 	0.000000, 	1.583445, 	-0.093338, 	0.016770, 	2.110354
12, 	0.000000, 	1.539746, 	-0.150135, 	0.016901, 	2.110207
13, 	0.000000, 	2.897118, 	-0.443112, 	0.033404, 	2.109954
14, 	0.000000, 	4.037250, 	-0.507539, 	0.045450, 	2.109750
15, 	0.000000, 	1.834306, 	-0.228328, 	0.020628, 	2.109457
16, 	0.000000, 	2.240497, 	0.101107, 	0.021396, 	2.109397
17, 	0.000000, 	3.497834, 	0.335959, 	0.031621, 	2.109157
18, 	0.000000, 	1.283288, 	0.199235, 	0.010843, 	2.108778
19, 	0.000000, 	2.676846, 	0.321266, 	0.023558, 	2.108747
20, 	0.000000, 	5.634742, 	0.484091, 	0.051509, 	2.108747
21, 	0.000000, 	3.827442, 	0.331713, 	0.034959, 	2.108446
22, 	0.000000, 	0.346000, 	0.023942, 	0.003223, 	2.108003
23, 	0.000000, 	0.230329, 	-0.164267, 	0.003948, 	2.107165
24, 	0.000000, 	15.072521, 	-1.169587, 	0.162423, 	2.106900
25, 	0.000000, 	2.077765, 	-0.382164, 	0.024601, 	2.106425
26, 	0.000000, 	2.917121, 	-0.313327, 	0.032307, 	2.105913
27, 	0.000000, 	2.442254, 	-0.289218, 	0.027317, 	2.105468
28, 	0.000000, 	5.890024, 	-0.420347, 	0.063106, 	2.105115
29, 	0.100000, 	4.927288, 	-0.474535, 	0.054020, 	2.104809
30, 	0.000000, 	4.726625, 	-0.253472, 	0.049803, 	2.104935
31, 	0.000000, 	0.319510, 	-0.072847, 	0.003926, 	2.105106
32, 	0.000000, 	1.211758, 	0.104730, 	0.011072, 	2.105424
33, 	0.000000, 	1.755523, 	0.251176, 	0.015046, 	2.105247
34, 	0.000000, 	1.968876, 	0.307177, 	0.016619, 	2.105031
35, 	0.000000, 	0.428745, 	0.089511, 	0.003394, 	2.104706
36, 	0.000000, 	0.042808, 	-0.011988, 	0.000550, 	2.104317
37, 	0.000000, 	0.134014, 	-0.073644, 	0.002079, 	2.104310
38, 	0.000000, 	0.061135, 	0.027073, 	0.000343, 	2.104598
39, 	0.000000, 	0.353941, 	-0.129203, 	0.004834, 	2.104607
40, 	0.000000, 	2.039609, 	0.056589, 	0.019832, 	2.104960
41, 	0.000000, 	0.254200, 	0.043872, 	0.002105, 	2.105196
42, 	0.000000, 	0.224693, 	-0.012208, 	0.002371, 	2.105024
43, 	0.000000, 	1.209719, 	0.130103, 	0.010798, 	2.104962
44, 	0.000000, 	0.542229, 	0.075806, 	0.004666, 	2.104913
45, 	0.000000, 	0.068209, 	0.028733, 	0.000397, 	2.104663
46, 	0.000000, 	0.501063, 	-0.236856, 	0.007381, 	2.104468
47, 	0.100000, 	4.013810, 	-0.356343, 	0.043704, 	2.103225
48, 	0.000000, 	8.489204, 	-0.587363, 	0.090768, 	2.103222
49, 	0.100000, 	3.646148, 	-0.425123, 	0.040715, 	2.103661
50, 	0.000000, 	1.649916, 	0.093403, 	0.015567, 	2.104199
51, 	0.000000, 	1.620589, 	-0.071068, 	0.016919, 	2.104752
52, 	0.000000, 	0.115148, 	-0.024306, 	0.001397, 	2.104768
53, 	0.000000, 	0.528071, 	-0.050438, 	0.005787, 	2.104827
54, 	0.000000, 	0.185252, 	-0.009949, 	0.001954, 	2.104792
55, 	0.000000, 	0.399753, 	0.091733, 	0.003082, 	2.104687
56, 	0.000000, 	0.368936, 	-0.071272, 	0.004404, 	2.104731
57, 	0.000000, 	0.114991, 	-0.025831, 	0.001410, 	2.104924
58, 	0.000000, 	0.193045, 	-0.077138, 	0.002704, 	2.105236
59, 	0.000000, 	0.407061, 	0.099752, 	0.003075, 	2.105448
60, 	0.000000, 	0.653281, 	0.158899, 	0.004946, 	2.105323
61, 	0.000000, 	0.709930, 	0.145453, 	0.005647, 	2.105375
62, 	0.000000, 	0.747570, 	0.106592, 	0.006412, 	2.105351
63, 	0.000000, 	0.311394, 	0.094556, 	0.002170, 	2.105264
64, 	0.000000, 	1.036631, 	-0.221235, 	0.012581, 	2.104750
65, 	0.000000, 	2.113594, 	-0.308671, 	0.024225, 	2.104266
66, 	0.000000, 	1.315986, 	-0.316976, 	0.016332, 	2.104211
67, 	0.000000, 	2.114519, 	-0.355577, 	0.024703, 	2.104498
68, 	0.000000, 	1.875009, 	-0.140046, 	0.020153, 	2.105031
69, 	0.100000, 	1.416578, 	0.043272, 	0.013735, 	2.106382
70, 	0.000000, 	0.343362, 	-0.175919, 	0.005195, 	2.106124
71, 	0.000000, 	0.969774, 	0.031006, 	0.009390, 	2.106128
72, 	0.100000, 	1.695073, 	-0.601236, 	0.022965, 	2.106350
73, 	0.000000, 	1.533943, 	-0.406709, 	0.019409, 	2.106449
74, 	0.090000, 	0.548840, 	-0.064487, 	0.006135, 	2.106298
75, 	0.100000, 	4.559857, 	0.397460, 	0.041626, 	2.105237
76, 	0.000000, 	0.155621, 	0.020249, 	0.001356, 	2.103989
77, 	0.100000, 	0.355342, 	-0.023170, 	0.003787, 	2.103897
78, 	0.000000, 	0.897237, 	0.032546, 	0.008649, 	2.103848
79, 	0.100000, 	2.308201, 	-0.156517, 	0.024649, 	2.104536
80, 	0.100000, 	0.569356, 	0.131656, 	0.004379, 	2.106384
81, 	0.000000, 	1.525516, 	-0.106725, 	0.016325, 	2.106300
82, 	0.000000, 	0.355596, 	-0.124442, 	0.004802, 	2.106468
83, 	0.000000, 	0.455229, 	0.146899, 	0.003085, 	2.106845
84, 	0.000000, 	1.031202, 	0.110498, 	0.009209, 	2.107500
85, 	0.000000, 	1.663389, 	0.185209, 	0.014784, 	2.108001
86, 	0.000000, 	0.344428, 	-0.086305, 	0.004309, 	2.108218
87, 	0.000000, 	0.379460, 	-0.054255, 	0.004339, 	2.108622
88, 	0.100000, 	4.690206, 	0.433115, 	0.042573, 	2.109745
89, 	0.000000, 	6.519190, 	0.566286, 	0.059531, 	2.109978
90, 	0.000000, 	7.972213, 	0.605068, 	0.073674, 	2.109952
91, 	0.000000, 	4.787208, 	0.418567, 	0.043689, 	2.109739
92, 	0.000000, 	9.432439, 	0.609203, 	0.088234, 	2.109674
93, 	0.000000, 	0.622865, 	0.095813, 	0.005273, 	2.109572
94, 	0.000000, 	0.641329, 	0.054273, 	0.005873, 	2.109230
95, 	0.000000, 	1.652681, 	-0.178067, 	0.018310, 	2.108855
96, 	0.000000, 	1.321384, 	-0.381658, 	0.017033, 	2.108779
97, 	0.000000, 	2.964280, 	-0.261052, 	0.032255, 	2.108427
98, 	0.000000, 	0.975110, 	-0.232955, 	0.012083, 	2.108411
99, 	0.000000, 	3.834761, 	-0.326789, 	0.041618, 	2.108677
100, 	0.100000, 	1.023357, 	-0.214774, 	0.012383, 	2.109068
101, 	0.000000, 	2.363906, 	0.226351, 	0.021378, 	2.108925
102, 	0.000000, 	2.759917, 	0.325032, 	0.024351, 	2.108688
103, 	0.000000, 	5.789080, 	0.378926, 	0.054104, 	2.108591
104, 	0.090000, 	13.540937, 	0.682349, 	0.128588, 	2.109500
105, 	0.000000, 	27.274466, 	1.302290, 	0.259724, 	2.109934
106, 	0.000000, 	9.811156, 	0.580285, 	0.092311, 	2.110114
107, 	0.000000, 	19.156694, 	0.855866, 	0.183010, 	2.110276
108, 	0.000000, 	12.775869, 	0.831328, 	0.119448, 	2.110218
109, 	0.200000, 	0.632672, 	-0.187896, 	0.008208, 	2.110504
110, 	0.100000, 	0.862403, 	-0.198300, 	0.010609, 	2.109853
111, 	0.090000, 	0.607017, 	-0.107730, 	0.007150, 	2.109140
112, 	0.000000, 	1.053867, 	0.202210, 	0.008519, 	2.109060
113, 	0.000000, 	0.218767, 	-0.113619, 	0.003326, 	2.109057
114, 	0.000000, 	0.338153, 	-0.002661, 	0.003410, 	2.109163
115, 	0.000000, 	0.248228, 	0.043620, 	0.002048, 	2.109554
116, 	0.000000, 	0.074566, 	-0.098043, 	0.001728, 	2.109635
117, 	0.000000, 	0.349675, 	0.073762, 	0.002761, 	2.109750
118, 	0.000000, 	0.897623, 	-0.168064, 	0.010659, 	2.109450
119, 	0.000000, 	0.633751, 	-0.218124, 	0.008521, 	2.109030
120, 	0.000000, 	0.924668, 	-0.208734, 	0.011336, 	2.108292
121, 	0.000000, 	0.727674, 	-0.177638, 	0.009055, 	2.107457
122, 	0.090000, 	1.103651, 	-0.230715, 	0.013346, 	2.106254
123, 	0.100000, 	1.977979, 	-0.427446, 	0.024056, 	2.105501
124, 	0.000000, 	5.430509, 	-0.572240, 	0.060030, 	2.105131
125, 	0.000000, 	1.482543, 	-0.294490, 	0.017772, 	2.104808
126, 	0.000000, 	0.810805, 	-0.222678, 	0.010337, 	2.104841
127, 	0.000000, 	0.593060, 	-0.021507, 	0.006148, 	2.104929
128, 	0.000000, 	0.391727, 	0.077599, 	0.003143, 	2.105223
129, 	0.000000, 	0.808561, 	0.190841, 	0.006179, 	2.105536
130, 	0.100000, 	3.027919, 	0.352084, 	0.026760, 	2.105191
131, 	0.090000, 	4.367164, 	0.473777, 	0.038936, 	2.103908
132, 	0.000000, 	2.802570, 	0.224699, 	0.025781, 	2.103468
133, 	0.000000, 	0.950168, 	0.098292, 	0.008521, 	2.102957
134, 	0.100000, 	2.434082, 	0.093810, 	0.023405, 	2.102005
135, 	0.000000, 	0.767095, 	-0.067808, 	0.008351, 	2.101708
136, 	0.000000, 	0.769786, 	-0.162028, 	0.009320, 	2.101411
137, 	0.000000, 	0.364628, 	-0.079972, 	0.004448, 	2.101071
138, 	0.200000, 	1.689365, 	0.425832, 	0.012637, 	2.101253
139, 	0.000000, 	1.157694, 	-0.141376, 	0.012993, 	2.102136
140, 	0.000000, 	1.538485, 	-0.046078, 	0.015848, 	2.102780
141, 	0.000000, 	0.625667, 	0.127552, 	0.004983, 	2.103283
142, 	0.000000, 	1.805268, 	0.232718, 	0.015728, 	2.103639
143, 	0.000000, 	0.306214, 	0.107788, 	0.001986, 	2.104138
144, 	0.000000, 	1.456175, 	0.256424, 	0.012000, 	2.104526
145, 	0.100000, 	0.367121, 	-0.001983, 	0.003693, 	2.104609
146, 	0.000000, 	0.411043, 	0.083924, 	0.003273, 	2.104522
147, 	0.000000, 	0.374212, 	-0.087218, 	0.004616, 	2.104772
148, 	0.000000, 	0.329567, 	-0.132398, 	0.004622, 	2.104694
149, 	0.000000, 	0.468190, 	-0.165472, 	0.006339, 	2.104539
150, 	0.000000, 	1.735558, 	-0.287683, 	0.020235, 	2.104485
151, 	0.000000, 	1.892947, 	-0.253856, 	0.021470, 	2.104544
152, 	0.000000, 	0.893492, 	-0.187755, 	0.010815, 	2.104620
153, 	0.000000, 	1.819835, 	-0.316310, 	0.021364, 	2.104564
154, 	0.000000, 	0.418902, 	-0.083665, 	0.005028, 	2.104653
155, 	0.000000, 	0.857134, 	0.034432, 	0.008229, 	2.104423
156, 	0.000000, 	0.820422, 	-0.064274, 	0.008849, 	2.104172
157, 	0.000000, 	0.579536, 	-0.121104, 	0.007009, 	2.104011
158, 	0.000000, 	0.097473, 	0.023934, 	0.000738, 	2.104054
159, 	0.000000, 	1.178506, 	0.164996, 	0.010137, 	2.104287
160, 	0.000000, 	3.055923, 	0.441396, 	0.026147, 	2.104156
161, 	0.000000, 	1.536361, 	0.193762, 	0.013428, 	2.104173
162, 	0.000000, 	2.403419, 	0.184708, 	0.022189, 	2.104101
163, 	0.100000, 	0.226064, 	0.025318, 	0.002010, 	2.104111
164, 	0.000000, 	0.236809, 	0.024955, 	0.002121, 	2.104537
165, 	0.000000, 	0.311389, 	0.085987, 	0.002256, 	2.104651
166, 	0.000000, 	0.145458, 	0.038143, 	0.001075, 	2.104849
167, 	0.000000, 	0.333459, 	-0.042592, 	0.003763, 	2.105254
168, 	0.000000, 	0.328239, 	-0.028899, 	0.003573, 	2.105474
169, 	0.000000, 	0.311770, 	0.098273, 	0.002137, 	2.105560
170, 	0.100000, 	0.224655, 	0.067398, 	0.001575, 	2.105942
171, 	0.000000, 	0.267237, 	-0.052584, 	0.003200, 	2.106227
172, 	0.000000, 	0.139662, 	0.033124, 	0.001067, 	2.106769
173, 	0.000000, 	0.329708, 	0.065390, 	0.002645, 	2.107268
174, 	0.000000, 	0.158948, 	-0.059067, 	0.002182, 	2.107670
175, 	0.000000, 	0.901132, 	-0.186877, 	0.010882, 	2.108383
176, 	0.000000, 	0.114783, 	-0.042656, 	0.001576, 	2.109166
177, 	0.000000, 	1.057556, 	0.119167, 	0.009386, 	2.110241
178, 	0.000000, 	0.648912, 	0.000836, 	0.006483, 	2.111163
179, 	0.000000, 	0.465931, 	0.038231, 	0.004279, 	2.111563
180, 	0.000000, 	0.259705, 	0.016095, 	0.002438, 	2.111551
181, 	0.000000, 	0.614753, 	0.120013, 	0.004950, 	2.111382
182, 	0.000000, 	0.490845, 	0.087284, 	0.004038, 	2.111001
183, 	0.000000, 	0.373572, 	-0.101887, 	0.004757, 	2.110195
184, 	0.000000, 	0.138079, 	-0.027698, 	0.001660, 	2.109729
185, 	0.000000, 	0.158929, 	-0.032649, 	0.001918, 	2.109406
186, 	0.100000, 	0.495908, 	-0.039591, 	0.005357, 	2.108812
187, 	0.000000, 	0.221346, 	0.006382, 	0.002152, 	2.108527
188, 	0.000000, 	0.088574, 	-0.066472, 	0.001553, 	2.107971
189, 	0.000000, 	0.111029, 	0.001560, 	0.001097, 	2.107555
190, 	0.100000, 	0.972978, 	-0.199055, 	0.011722, 	2.106604
191, 	0.100000, 	0.062729, 	0.028926, 	0.000340, 	2.104940
192, 	0.000000, 	0.906702, 	-0.189481, 	0.010964, 	2.104552
193, 	0.000000, 	0.087465, 	0.010556, 	0.000771, 	2.104220
194, 	0.000000, 	0.211129, 	0.035914, 	0.001754, 	2.103643
195, 	0.000000, 	0.019770, 	-0.030848, 	0.000508, 	2.103549
196, 	0.000000, 	0.146074, 	0.030801, 	0.001155, 	2.103219
197, 	0.100000, 	0.431523, 	-0.198774, 	0.006305, 	2.102491
198, 	0.000000, 	0.241976, 	-0.101041, 	0.003432, 	2.102452
199, 	0.000000, 	0.094724, 	0.023571, 	0.000714, 	2.103146
200, 	0.000000, 	0.295256, 	0.087518, 	0.002079, 	2.103764
201, 	0.000000, 	0.707803, 	0.146430, 	0.005616, 	2.104722
202, 	0.000000, 	0.359360, 	0.121786, 	0.002378, 	2.105545
203, 	0.000000, 	1.572702, 	0.186169, 	0.013867, 	2.105902
204, 	0.000000, 	0.222788, 	0.042891, 	0.001801, 	2.106048
205, 	0.000000, 	0.075409, 	0.045363, 	0.000303, 	2.105590
206, 	0.000000, 	0.128287, 	-0.008964, 	0.001375, 	2.105436
207, 	0.000000, 	0.105700, 	-0.094729, 	0.002006, 	2.105516
208, 	0.000000, 	0.127154, 	-0.116261, 	0.002436, 	2.105702
209, 	0.000000, 	0.341443, 	-0.092216, 	0.004339, 	2.105633
210, 	0.000000, 	0.234662, 	0.051867, 	0.001830, 	2.105907
211, 	0.000000, 	0.167522, 	0.034256, 	0.001335, 	2.106568
212, 	0.000000, 	0.062254, 	-0.004678, 	0.000671, 	2.107129
213, 	0.000000, 	0.061314, 	-0.101453, 	0.001630, 	2.107282
214, 	0.090000, 	0.164637, 	0.010230, 	0.001546, 	2.107340
215, 	0.000000, 	0.534167, 	0.097121, 	0.004373, 	2.107269
216, 	0.000000, 	0.012112, 	-0.034675, 	0.000470, 	2.107371
217, 	0.000000, 	0.214676, 	0.050105, 	0.001648, 	2.107373
218, 	0.100000, 	0.193225, 	-0.105944, 	0.002994, 	2.106684
219, 	0.000000, 	0.427752, 	-0.201490, 	0.006295, 	2.106200
220, 	0.100000, 	0.256369, 	-0.163724, 	0.004203, 	2.105860
221, 	0.000000, 	0.079933, 	-0.117855, 	0.001980, 	2.105222
222, 	0.000000, 	0.193025, 	-0.083116, 	0.002764, 	2.104289
223, 	0.000000, 	0.146779, 	0.017671, 	0.001293, 	2.103744
224, 	0.000000, 	0.579282, 	0.157407, 	0.004221, 	2.103588
225, 	0.000000, 	1.271746, 	0.221514, 	0.010504, 	2.103018
226, 	0.000000, 	0.607759, 	0.141383, 	0.004666, 	2.102307
227, 	0.000000, 	0.183833, 	-0.001650, 	0.001857, 	2.101635
228, 	0.000000, 	0.255499, 	-0.067810, 	0.003235, 	2.100947
229, 	0.000000, 	0.758130, 	-0.185695, 	0.009440, 	2.100731
230, 	0.000000, 	0.039586, 	-0.013289, 	0.000531, 	2.099414
231, 	0.090000, 	0.062055, 	0.008129, 	0.000541, 	2.099590
232, 	0.000000, 	0.152162, 	-0.058404, 	0.002108, 	2.098980
233, 	0.000000, 	0.101997, 	-0.025289, 	0.001275, 	2.098541
234, 	0.000000, 	0.129312, 	0.036810, 	0.000927, 	2.097972
235, 	0.000000, 	0.112481, 	0.031081, 	0.000816, 	2.097373
236, 	0.000000, 	0.272708, 	0.035035, 	0.002379, 	2.097303
237, 	0.000000, 	0.177468, 	-0.027117, 	0.002048, 	2.097163
238, 	0.000000, 	0.143893, 	0.023235, 	0.001209, 	2.097102
239, 	0.000000, 	0.109589, 	0.035409, 	0.000744, 	2.096814
240, 	0.000000, 	0.315214, 	-0.053312, 	0.003687, 	2.096804
241, 	0.000000, 	0.041302, 	-0.068276, 	0.001098, 	2.096639
242, 	0.000000, 	0.107517, 	0.032625, 	0.000751, 	2.096141
243, 	0.000000, 	0.176817, 	0.048810, 	0.001282, 	2.095409
244, 	0.000000, 	0.139027, 	0.035787, 	0.001034, 	2.094430
245, 	0.000000, 	0.151000, 	-0.008429, 	0.001596, 	2.093413
246, 	0.000000, 	0.329062, 	0.024172, 	0.003051, 	2.091919
247, 	0.000000, 	0.102481, 	-0.079890, 	0.001826, 	2.091296
248, 	0.000000, 	0.476115, 	-0.153385, 	0.006297, 	2.090901
249, 	0.000000, 	0.138003, 	0.018823, 	0.001194, 	2.090637
250, 	0.000000, 	0.098917, 	0.013154, 	0.000860, 	2.090338
251, 	0.000000, 	0.196978, 	-0.038297, 	0.002355, 	2.090106
252, 	0.000000, 	0.172445, 	-0.142105, 	0.003148, 	2.089802
253, 	0.000000, 	0.473017, 	-0.198331, 	0.006716, 	2.088952
254, 	0.000000, 	-0.000309, 	-0.051013, 	0.000509, 	2.088568
255, 	0.100000, 	0.222343, 	0.023507, 	0.001990, 	2.088149
256, 	0.000000, 	0.162258, 	-0.151801, 	0.003143, 	2.087518
257, 	0.000000, 	0.428785, 	-0.062501, 	0.004915, 	2.086948
258, 	0.000000, 	0.298658, 	-0.142362, 	0.004412, 	2.086411
259, 	0.000000, 	0.172345, 	-0.115726, 	0.002883, 	2.086043
260, 	0.000000, 	0.041411, 	-0.084403, 	0.001260, 	2.086045
261, 	0.000000, 	0.321836, 	0.060926, 	0.002611, 	2.086218
262, 	0.000000, 	0.821386, 	0.168859, 	0.006527, 	2.086230
263, 	0.000000, 	0.411378, 	0.107658, 	0.003039, 	2.085901
264, 	0.000000, 	0.302149, 	0.075505, 	0.002269, 	2.085146
265, 	0.100000, 	0.430071, 	-0.134605, 	0.005649, 	2.083998
266, 	0.100000, 	0.462820, 	-0.006133, 	0.004692, 	2.083484
267, 	0.000000, 	0.029815, 	-0.030928, 	0.000610, 	2.083911
268, 	0.000000, 	0.025149, 	0.004077, 	0.000213, 	2.084447
269, 	0.000000, 	0.111430, 	0.018948, 	0.000927, 	2.085305
270, 	0.000000, 	0.096623, 	0.001577, 	0.000953, 	2.085757
271, 	0.000000, 	0.151746, 	-0.118435, 	0.002704, 	2.085833
272, 	0.000000, 	0.058167, 	-0.068459, 	0.001268, 	2.085849
273, 	0.000000, 	0.164516, 	0.013739, 	0.001510, 	2.085734
274, 	0.000000, 	0.133938, 	-0.064639, 	0.001988, 	2.085193
275, 	0.100000, 	0.149557, 	-0.075183, 	0.002249, 	2.084266
276, 	0.000000, 	0.196113, 	-0.062041, 	0.002584, 	2.083515
277, 	0.100000, 	3.636243, 	0.418750, 	0.032177, 	2.083076
278, 	0.000000, 	0.621735, 	0.170188, 	0.004518, 	2.083351
279, 	0.000000, 	0.889207, 	0.182676, 	0.007067, 	2.083787
280, 	0.000000, 	0.318770, 	0.040413, 	0.002786, 	2.083592
281, 	0.000000, 	0.092483, 	-0.089967, 	0.001827, 	2.082998
282, 	0.000000, 	0.025624, 	-0.071865, 	0.000977, 	2.082304
283, 	0.100000, 	1.244509, 	-0.276373, 	0.015211, 	2.081760
284, 	0.000000, 	0.347937, 	-0.167613, 	0.005158, 	2.081981
285, 	0.000000, 	0.145456, 	-0.073127, 	0.002188, 	2.082062
286, 	0.000000, 	0.078082, 	-0.047704, 	0.001260, 	2.082674
287, 	0.000000, 	0.184413, 	-0.002532, 	0.001872, 	2.083298
288, 	0.000000, 	0.157987, 	0.021595, 	0.001366, 	2.083716
289, 	0.000000, 	0.351590, 	0.091285, 	0.002605, 	2.083689
290, 	0.000000, 	0.057102, 	-0.012019, 	0.000693, 	2.083718
291, 	0.000000, 	0.043711, 	-0.048850, 	0.000928, 	2.083426
292, 	0.000000, 	0.132385, 	0.046884, 	0.000857, 	2.083364
293, 	0.100000, 	0.194033, 	-0.236755, 	0.004310, 	2.082822
294, 	0.100000, 	1.404419, 	-0.223670, 	0.016283, 	2.081761
295, 	0.000000, 	1.207809, 	-0.192809, 	0.014008, 	2.081346
296, 	0.000000, 	0.093941, 	-0.086414, 	0.001806, 	2.080854
297, 	0.000000, 	0.403259, 	0.078585, 	0.003249, 	2.080456
298, 	0.000000, 	2.096669, 	0.290124, 	0.018068, 	2.080388
299, 	0.000000, 	1.857961, 	0.291184, 	0.015670, 	2.080723
300, 	0.000000, 	1.847364, 	0.228242, 	0.016193, 	2.081586
301, 	0.000000, 	0.110259, 	-0.018538, 	0.001290, 	2.080993
302, 	0.090000, 	11.118097, 	-1.633854, 	0.127522, 	2.079524
303, 	0.000000, 	5.407321, 	-0.569942, 	0.059775, 	2.078862
304, 	0.100000, 	7.227900, 	-0.533441, 	0.077615, 	2.078153
305, 	0.000000, 	7.886099, 	-0.590575, 	0.084769, 	2.077793
306, 	0.000000, 	1.662620, 	-0.324451, 	0.019873, 	2.077177
307, 	0.090000, 	0.294843, 	-0.066171, 	0.003612, 	2.076559
308, 	0.090000, 	0.850883, 	0.211966, 	0.006391, 	2.076655
309, 	0.000000, 	0.477362, 	0.104459, 	0.003731, 	2.076697
310, 	0.000000, 	0.643565, 	0.118626, 	0.005251, 	2.076741
311, 	0.000000, 	0.343662, 	0.103477, 	0.002404, 	2.077024
312, 	0.000000, 	0.297332, 	0.062370, 	0.002352, 	2.077005
313, 	0.000000, 	0.287128, 	-0.023596, 	0.003109, 	2.076421
314, 	0.000000, 	0.046994, 	0.004955, 	0.000422, 	2.076083
315, 	0.000000, 	0.459254, 	0.138593, 	0.003209, 	2.075852
316, 	0.000000, 	0.271670, 	0.071977, 	0.001999, 	2.075404
317, 	0.000000, 	0.197129, 	0.058553, 	0.001388, 	2.074687
318, 	0.000000, 	0.074027, 	-0.075578, 	0.001498, 	2.073529
319, 	0.000000, 	0.022011, 	-0.041829, 	0.000640, 	2.073425
320, 	0.000000, 	0.504603, 	0.023854, 	0.004810, 	2.073686
321, 	0.000000, 	0.367548, 	-0.010351, 	0.003781, 	2.074431
322, 	0.000000, 	0.020585, 	-0.018004, 	0.000388, 	2.075331
323, 	0.000000, 	0.159042, 	0.018802, 	0.001404, 	2.075908
324, 	0.000000, 	0.208602, 	0.079975, 	0.001288, 	2.076472
325, 	0.000000, 	0.378930, 	0.095075, 	0.002841, 	2.076956
326, 	0.000000, 	0.602878, 	0.126680, 	0.004764, 	2.077354
327, 	0.000000, 	0.599575, 	0.149084, 	0.004507, 	2.077618
328, 	0.000000, 	0.282971, 	0.092392, 	0.001908, 	2.077634
329, 	0.000000, 	0.381337, 	0.004639, 	0.003769, 	2.077650
330, 	0.000000, 	0.033470, 	-0.025383, 	0.000591, 	2.077277
331, 	0.000000, 	0.084687, 	-0.047645, 	0.001325, 	2.076702
332, 	0.000000, 	0.039409, 	-0.083438, 	0.001231, 	2.075943
333, 	0.000000, 	0.039694, 	-0.029022, 	0.000689, 	2.075554
334, 	0.000000, 	0.404082, 	0.112771, 	0.002915, 	2.075005
335, 	0.100000, 	0.966323, 	0.168455, 	0.007981, 	2.074707
336, 	0.000000, 	0.637440, 	0.168402, 	0.004692, 	2.074547
337, 	0.000000, 	1.224219, 	0.183590, 	0.010408, 	2.074493
338, 	0.000000, 	0.309892, 	0.100944, 	0.002092, 	2.074423
339, 	0.000000, 	0.439934, 	0.121682, 	0.003185, 	2.074435
340, 	0.000000, 	0.139789, 	0.048532, 	0.000915, 	2.073975
341, 	0.100000, 	0.006724, 	-0.011651, 	0.000186, 	2.072643
342, 	0.000000, 	0.030768, 	-0.008254, 	0.000392, 	2.072279
343, 	0.000000, 	0.195785, 	0.096901, 	0.000991, 	2.072242
344, 	0.000000, 	0.075316, 	-0.005233, 	0.000808, 	2.072635
345, 	0.000000, 	0.092166, 	-0.008241, 	0.001006, 	2.072760
346, 	0.000000, 	0.117875, 	-0.005124, 	0.001232, 	2.073200
347, 	0.000000, 	0.024836, 	-0.010481, 	0.000355, 	2.073601
348, 	0.000000, 	0.025352, 	-0.023101, 	0.000487, 	2.073669
349, 	0.100000, 	0.484580, 	0.181794, 	0.003030, 	2.074117
350, 	0.000000, 	0.427013, 	0.089712, 	0.003375, 	2.074712
351, 	0.000000, 	0.165550, 	0.058033, 	0.001077, 	2.074755
352, 	0.000000, 	0.216174, 	-0.102130, 	0.003185, 	2.074514
353, 	0.000000, 	0.132070, 	-0.118288, 	0.002506, 	2.074243
354, 	0.000000, 	0.373862, 	-0.155837, 	0.005299, 	2.073846
355, 	0.000000, 	0.427827, 	-0.141328, 	0.005694, 	2.073198
356, 	0.000000, 	0.030073, 	-0.054824, 	0.000851, 	2.072710
357, 	0.000000, 	0.872748, 	0.153039, 	0.007199, 	2.072630
358, 	0.090000, 	2.908081, 	0.324582, 	0.025837, 	2.073481
359, 	0.000000, 	2.907812, 	0.292008, 	0.026160, 	2.074367
360, 	0.000000, 	4.699486, 	0.476840, 	0.042229, 	2.075350
361, 	0.000000, 	4.989767, 	0.411463, 	0.045785, 	2.076142
362, 	0.000000, 	4.006092, 	0.399862, 	0.036064, 	2.076683
363, 	0.000000, 	2.068126, 	0.269537, 	0.017988, 	2.076534
364, 	0.000000, 	1.158979, 	0.310226, 	0.008490, 	2.076329
365, 	0.090000, 	-0.007628, 	-0.065088, 	0.000577, 	2.076590
366, 	0.000000, 	0.468293, 	-0.205881, 	0.006744, 	2.076382
367, 	0.100000, 	0.592982, 	-0.149253, 	0.007424, 	2.075375
368, 	0.100000, 	1.099112, 	-0.219552, 	0.013189, 	2.073677
369, 	0.000000, 	0.797232, 	-0.232327, 	0.010298, 	2.073541
370, 	0.000000, 	0.295757, 	-0.113907, 	0.004099, 	2.073968
371, 	0.000000, 	0.394189, 	-0.056191, 	0.004506, 	2.074889
372, 	0.000000, 	0.603601, 	0.123939, 	0.004799, 	2.075647
